Date,Open,High,Low,Close,Volume
1981-05-19 04:00:00,0.0949673,0.0949673,0.0945376,0.0945376,25424000
1981-05-20 04:00:00,0.0975454,0.0984048,0.0975454,0.0975454,13283200
1981-05-21 04:00:00,0.1031322,0.1035618,0.1031322,0.1031322,32211200
1981-05-22 04:00:00,0.1078587,0.1087181,0.1078587,0.1078587,31427200
1981-05-26 04:00:00,0.1078587,0.1078587,0.1074290,0.1074290,85344000
1981-05-27 04:00:00,0.1134447,0.1138744,0.1134447,0.1134447,149497600
1981-05-28 04:00:00,0.1134447,0.1138744,0.1134447,0.1134447,73987200
1981-05-29 04:00:00,0.1138743,0.1143048,0.1138743,0.1138743,59382400
1981-06-01 04:00:00,0.1138743,0.1143048,0.1138743,0.1138743,51251200
1981-06-02 04:00:00,0.1087181,0.1087181,0.1082884,0.1082884,40432000
1981-06-03 04:00:00,0.1082884,0.1091478,0.1082884,0.1082884,39446400
1981-06-04 04:00:00,0.1104368,0.1108665,0.1104368,0.1104368,56067200
1981-06-05 04:00:00,0.1091477,0.1091477,0.1087181,0.1087181,57680000
1981-06-08 04:00:00,0.1052806,0.1052806,0.1048509,0.1048509,93497600
1981-06-09 04:00:00,0.1069993,0.1074290,0.1069993,0.1069993,119593600
1981-06-10 04:00:00,0.1082884,0.1095775,0.1082884,0.1082884,25222400
1981-06-11 04:00:00,0.1130149,0.1134446,0.1130149,0.1130149,38976000
1981-06-12 04:00:00,0.1121556,0.1121556,0.1117259,0.1117259,25804800
1981-06-15 04:00:00,0.1117259,0.1117259,0.1112963,0.1112963,143763200
1981-06-16 04:00:00,0.1095775,0.1095775,0.1091478,0.1091478,37251200
1981-06-17 04:00:00,0.1078587,0.1078587,0.1074290,0.1074290,27574400
1981-06-18 04:00:00,0.1074290,0.1078587,0.1069993,0.1069993,23049600
1981-06-19 04:00:00,0.1044212,0.1044212,0.1039915,0.1039915,27507200
1981-06-22 04:00:00,0.1005532,0.1005532,0.1001235,0.1001235,10841600
1981-06-23 04:00:00,0.1018423,0.1027024,0.1018423,0.1018423,15030400
1981-06-24 04:00:00,0.1001236,0.1001236,0.0992642,0.0992642,23027200
1981-06-25 04:00:00,0.1014126,0.1018423,0.1014126,0.1014126,24259200
1981-06-26 04:00:00,0.1009829,0.1009829,0.1001235,0.1001235,23788800
1981-06-29 04:00:00,0.0975454,0.0975454,0.0966860,0.0966860,10595200
1981-06-30 04:00:00,0.0898102,0.0898102,0.0893805,0.0893805,35907200
1981-07-01 04:00:00,0.0889508,0.0889508,0.0885212,0.0885212,170464000
1981-07-02 04:00:00,0.0885212,0.0889508,0.0885212,0.0885212,30284800
1981-07-06 04:00:00,0.0863728,0.0863728,0.0855134,0.0855134,16531200
1981-07-07 04:00:00,0.0863727,0.0872321,0.0863727,0.0863727,15836800
1981-07-08 04:00:00,0.0898103,0.0902407,0.0898103,0.0898103,16620800
1981-07-09 04:00:00,0.0833650,0.0833650,0.0829353,0.0829353,32883200
1981-07-10 04:00:00,0.0769188,0.0769188,0.0764891,0.0764891,55171200
1981-07-13 04:00:00,0.0782087,0.0786384,0.0782087,0.0782087,45740800
1981-07-14 04:00:00,0.0816462,0.0825056,0.0816462,0.0816462,19779200
1981-07-15 04:00:00,0.0837946,0.0842243,0.0837946,0.0837946,10953600
1981-07-16 04:00:00,0.0859431,0.0868024,0.0859431,0.0859431,15232000
1981-07-17 04:00:00,0.0889508,0.0893805,0.0889508,0.0889508,19824000
1981-07-20 04:00:00,0.0833650,0.0833650,0.0829353,0.0829353,23654400
1981-07-21 04:00:00,0.0829352,0.0829352,0.0825056,0.0825056,31942400
1981-07-22 04:00:00,0.0786383,0.0786383,0.0777782,0.0777782,22668800
1981-07-23 04:00:00,0.0799274,0.0803571,0.0799274,0.0799274,34451200
1981-07-24 04:00:00,0.0825056,0.0829352,0.0825056,0.0825056,28851200
1981-07-27 04:00:00,0.0859431,0.0863727,0.0859431,0.0859431,17337600
1981-07-28 04:00:00,0.0833650,0.0833650,0.0829353,0.0829353,22848000
1981-07-29 04:00:00,0.0820759,0.0820759,0.0816462,0.0816462,15500800
1981-07-30 04:00:00,0.0846540,0.0855134,0.0846540,0.0846540,9900800
1981-07-31 04:00:00,0.0859431,0.0863727,0.0859431,0.0859431,10953600
1981-08-03 04:00:00,0.0859431,0.0859431,0.0850837,0.0850837,12432000
1981-08-04 04:00:00,0.0863727,0.0868024,0.0863727,0.0863727,31673600
1981-08-05 04:00:00,0.0889508,0.0893805,0.0889508,0.0889508,17494400
1981-08-06 04:00:00,0.0872321,0.0872321,0.0868024,0.0868024,10528000
1981-08-07 04:00:00,0.0868024,0.0872321,0.0868024,0.0868024,9206400
1981-08-10 04:00:00,0.0868024,0.0868024,0.0868024,0.0868024,0
1981-08-11 04:00:00,0.0850837,0.0850837,0.0842243,0.0842243,71456000
1981-08-12 04:00:00,0.0829352,0.0829352,0.0825056,0.0825056,26275200
1981-08-13 04:00:00,0.0803571,0.0803571,0.0799274,0.0799274,27484800
1981-08-14 04:00:00,0.0794977,0.0794977,0.0786384,0.0786384,24192000
1981-08-17 04:00:00,0.0769188,0.0769188,0.0760594,0.0760594,18905600
1981-08-18 04:00:00,0.0752001,0.0752001,0.0743407,0.0743407,17001600
1981-08-19 04:00:00,0.0743407,0.0743407,0.0734813,0.0734813,20675200
1981-08-20 04:00:00,0.0743407,0.0747704,0.0743407,0.0743407,17113600
1981-08-21 04:00:00,0.0700438,0.0700438,0.0691844,0.0691844,41910400
1981-08-24 04:00:00,0.0653165,0.0653165,0.0648868,0.0648868,23072000
1981-08-25 04:00:00,0.0666063,0.0670360,0.0666063,0.0666063,40700800
1981-08-26 04:00:00,0.0657462,0.0657462,0.0653165,0.0653165,33600000
1981-08-27 04:00:00,0.0657461,0.0661766,0.0657461,0.0657461,25916800
1981-08-28 04:00:00,0.0691844,0.0696141,0.0691844,0.0691844,38035200
1981-08-31 04:00:00,0.0691844,0.0696141,0.0691844,0.0691844,40947200
1981-09-01 04:00:00,0.0734813,0.0739110,0.0734813,0.0734813,37027200
1981-09-02 04:00:00,0.0747704,0.0752001,0.0747704,0.0747704,19376000
1981-09-03 04:00:00,0.0717626,0.0717626,0.0709032,0.0709032,37475200
1981-09-04 04:00:00,0.0704735,0.0704735,0.0700438,0.0700438,15254400
1981-09-08 04:00:00,0.0683251,0.0683251,0.0678954,0.0678954,25446400
1981-09-09 04:00:00,0.0678954,0.0683251,0.0678954,0.0678954,30531200
1981-09-10 04:00:00,0.0683251,0.0687548,0.0683251,0.0683251,34809600
1981-09-11 04:00:00,0.0678954,0.0678954,0.0674657,0.0674657,17539200
1981-09-14 04:00:00,0.0657462,0.0657462,0.0653165,0.0653165,27686400
1981-09-15 04:00:00,0.0640274,0.0640274,0.0635977,0.0635977,19510400
1981-09-16 04:00:00,0.0627383,0.0627383,0.0623087,0.0623087,19353600
1981-09-17 04:00:00,0.0610196,0.0610196,0.0605899,0.0605899,19376000
1981-09-18 04:00:00,0.0610196,0.0614493,0.0610196,0.0610196,26320000
1981-09-21 04:00:00,0.0614493,0.0618790,0.0614493,0.0614493,49033600
1981-09-22 04:00:00,0.0584414,0.0584414,0.0580117,0.0580117,47420800
1981-09-23 04:00:00,0.0575821,0.0575821,0.0567227,0.0567227,28201600
1981-09-24 04:00:00,0.0567227,0.0567227,0.0562930,0.0562930,18300800
1981-09-25 04:00:00,0.0498469,0.0498469,0.0489876,0.0489876,34608000
1981-09-28 04:00:00,0.0494172,0.0498469,0.0494172,0.0494172,91728000
1981-09-29 04:00:00,0.0519953,0.0524250,0.0519953,0.0519953,94684800
1981-09-30 04:00:00,0.0524251,0.0528547,0.0524251,0.0524251,49996800
1981-10-01 04:00:00,0.0524251,0.0528547,0.0524251,0.0524251,61129600
1981-10-02 04:00:00,0.0567227,0.0571524,0.0567227,0.0567227,45046400
1981-10-05 04:00:00,0.0584415,0.0593008,0.0584415,0.0584415,43097600
1981-10-06 04:00:00,0.0584414,0.0584414,0.0580117,0.0580117,28358400
1981-10-07 04:00:00,0.0614493,0.0623086,0.0614493,0.0614493,38841600
1981-10-08 04:00:00,0.0635977,0.0640274,0.0635977,0.0635977,31091200
1981-10-09 04:00:00,0.0640274,0.0648868,0.0640274,0.0640274,54521600
1981-10-12 04:00:00,0.0661767,0.0666064,0.0661767,0.0661767,27350400
1981-10-13 04:00:00,0.0661767,0.0670360,0.0661767,0.0661767,44195200
1981-10-14 04:00:00,0.0627383,0.0627383,0.0623087,0.0623087,30979200
1981-10-15 04:00:00,0.0635977,0.0640274,0.0635977,0.0635977,29433600
1981-10-16 04:00:00,0.0631680,0.0631680,0.0627384,0.0627384,36467200
1981-10-19 04:00:00,0.0640274,0.0644571,0.0640274,0.0640274,20585600
1981-10-20 04:00:00,0.0674657,0.0678954,0.0674657,0.0674657,35728000
1981-10-21 04:00:00,0.0674657,0.0678954,0.0674657,0.0674657,76899200
1981-10-22 04:00:00,0.0674657,0.0674657,0.0670360,0.0670360,32278400
1981-10-23 04:00:00,0.0657462,0.0657462,0.0653165,0.0653165,27910400
1981-10-26 05:00:00,0.0653165,0.0657462,0.0653165,0.0653165,27283200
1981-10-27 05:00:00,0.0666063,0.0674657,0.0666063,0.0666063,85590400
1981-10-28 05:00:00,0.0687548,0.0691844,0.0687548,0.0687548,44172800
1981-10-29 05:00:00,0.0683251,0.0683251,0.0678954,0.0678954,30486400
1981-10-30 05:00:00,0.0687548,0.0691844,0.0687548,0.0687548,52729600
1981-11-02 05:00:00,0.0687548,0.0691844,0.0687548,0.0687548,36915200
1981-11-03 05:00:00,0.0683251,0.0683251,0.0678954,0.0678954,28380800
1981-11-04 05:00:00,0.0666064,0.0666064,0.0661767,0.0661767,23811200
1981-11-05 05:00:00,0.0618790,0.0618790,0.0614493,0.0614493,23363200
1981-11-06 05:00:00,0.0618790,0.0623087,0.0618790,0.0618790,24595200
1981-11-09 05:00:00,0.0627384,0.0631680,0.0627384,0.0627384,20384000
1981-11-10 05:00:00,0.0631680,0.0635977,0.0631680,0.0631680,16755200
1981-11-11 05:00:00,0.0648868,0.0653165,0.0648868,0.0648868,27440000
1981-11-12 05:00:00,0.0670360,0.0674657,0.0670360,0.0670360,39916800
1981-11-13 05:00:00,0.0627383,0.0627383,0.0623087,0.0623087,21011200
1981-11-16 05:00:00,0.0618790,0.0618790,0.0614493,0.0614493,22556800
1981-11-17 05:00:00,0.0627384,0.0631680,0.0627384,0.0627384,35414400
1981-11-18 05:00:00,0.0648868,0.0653165,0.0648868,0.0648868,29142400
1981-11-19 05:00:00,0.0648868,0.0653165,0.0648868,0.0648868,40006400
1981-11-20 05:00:00,0.0653165,0.0657462,0.0653165,0.0653165,38102400
1981-11-23 05:00:00,0.0631680,0.0631680,0.0623087,0.0623087,22960000
1981-11-24 05:00:00,0.0623087,0.0623087,0.0618790,0.0618790,22153600
1981-11-25 05:00:00,0.0631680,0.0635977,0.0631680,0.0631680,52550400
1981-11-27 05:00:00,0.0648868,0.0653165,0.0648868,0.0648868,37251200
1981-11-30 05:00:00,0.0644571,0.0644571,0.0640274,0.0640274,23968000
1981-12-01 05:00:00,0.0640274,0.0644571,0.0640274,0.0640274,23385600
1981-12-02 05:00:00,0.0644571,0.0648868,0.0644571,0.0644571,37564800
1981-12-03 05:00:00,0.0640274,0.0640274,0.0635977,0.0635977,20428800
1981-12-04 05:00:00,0.0653165,0.0657462,0.0653165,0.0653165,137155200
1981-12-07 05:00:00,0.0657461,0.0661766,0.0657461,0.0657461,59292800
1981-12-08 05:00:00,0.0653165,0.0653165,0.0644571,0.0644571,50624000
1981-12-09 05:00:00,0.0648868,0.0653165,0.0648868,0.0648868,34272000
1981-12-10 05:00:00,0.0648868,0.0653165,0.0648868,0.0648868,37408000
1981-12-11 05:00:00,0.0648868,0.0653165,0.0644571,0.0644571,76092800
1981-12-14 05:00:00,0.0631680,0.0631680,0.0623087,0.0623087,25244800
1981-12-15 05:00:00,0.0640274,0.0644571,0.0640274,0.0640274,31315200
1981-12-16 05:00:00,0.0670360,0.0674657,0.0670360,0.0670360,65452800
1981-12-17 05:00:00,0.0726219,0.0730516,0.0726219,0.0726219,51452800
1981-12-18 05:00:00,0.0786384,0.0790680,0.0786384,0.0786384,71724800
1981-12-21 05:00:00,0.0756297,0.0756297,0.0752001,0.0752001,56403200
1981-12-22 05:00:00,0.0764891,0.0769188,0.0764891,0.0764891,53827200
1981-12-23 05:00:00,0.0752001,0.0752001,0.0747704,0.0747704,28896000
1981-12-24 05:00:00,0.0752001,0.0756297,0.0752001,0.0752001,28918400
1981-12-28 05:00:00,0.0726219,0.0726219,0.0717625,0.0717625,36579200
1981-12-29 05:00:00,0.0730517,0.0739110,0.0730517,0.0730517,24236800
1981-12-30 05:00:00,0.0760594,0.0764891,0.0760594,0.0760594,32188800
1981-12-31 05:00:00,0.0760594,0.0764891,0.0760594,0.0760594,54656000
1982-01-04 05:00:00,0.0760595,0.0760595,0.0756298,0.0756298,71254400
1982-01-05 05:00:00,0.0726219,0.0726219,0.0717625,0.0717625,35840000
1982-01-06 05:00:00,0.0713329,0.0713329,0.0709032,0.0709032,66080000
1982-01-07 05:00:00,0.0661766,0.0661766,0.0653165,0.0653165,70044800
1982-01-08 05:00:00,0.0683251,0.0687548,0.0683251,0.0683251,56604800
1982-01-11 05:00:00,0.0644571,0.0644571,0.0640274,0.0640274,33331200
1982-01-12 05:00:00,0.0623087,0.0623087,0.0618790,0.0618790,59920000
1982-01-13 05:00:00,0.0618790,0.0618790,0.0614493,0.0614493,41753600
1982-01-14 05:00:00,0.0644571,0.0648868,0.0644571,0.0644571,25715200
1982-01-15 05:00:00,0.0687548,0.0696141,0.0687548,0.0687548,46704000
1982-01-18 05:00:00,0.0700438,0.0709032,0.0700438,0.0700438,28000000
1982-01-19 05:00:00,0.0691844,0.0691844,0.0683251,0.0683251,55507200
1982-01-20 05:00:00,0.0696141,0.0700438,0.0696141,0.0696141,25827200
1982-01-21 05:00:00,0.0709032,0.0713329,0.0709032,0.0709032,33331200
1982-01-22 05:00:00,0.0713329,0.0717626,0.0713329,0.0713329,24259200
1982-01-25 05:00:00,0.0696141,0.0696141,0.0691844,0.0691844,44710400
1982-01-26 05:00:00,0.0674657,0.0674657,0.0666063,0.0666063,21212800
1982-01-27 05:00:00,0.0670360,0.0678953,0.0670360,0.0670360,31360000
1982-01-28 05:00:00,0.0691844,0.0696141,0.0691844,0.0691844,39603200
1982-01-29 05:00:00,0.0700438,0.0704735,0.0700438,0.0700438,53155200
1982-02-01 05:00:00,0.0700438,0.0700438,0.0691844,0.0691844,38528000
1982-02-02 05:00:00,0.0696141,0.0704735,0.0696141,0.0696141,54275200
1982-02-03 05:00:00,0.0696141,0.0700438,0.0696141,0.0696141,31472000
1982-02-04 05:00:00,0.0683251,0.0683251,0.0678954,0.0678954,22041600
1982-02-05 05:00:00,0.0678954,0.0683251,0.0678954,0.0678954,40297600
1982-02-08 05:00:00,0.0640274,0.0640274,0.0635977,0.0635977,31696000
1982-02-09 05:00:00,0.0635977,0.0640274,0.0635977,0.0635977,57904000
1982-02-10 05:00:00,0.0644571,0.0648868,0.0644571,0.0644571,38796800
1982-02-11 05:00:00,0.0640274,0.0640274,0.0635977,0.0635977,24528000
1982-02-12 05:00:00,0.0644571,0.0648868,0.0644571,0.0644571,19644800
1982-02-16 05:00:00,0.0635977,0.0635977,0.0631680,0.0631680,34316800
1982-02-17 05:00:00,0.0640274,0.0644571,0.0640274,0.0640274,25580800
1982-02-18 05:00:00,0.0648868,0.0653165,0.0648868,0.0648868,28380800
1982-02-19 05:00:00,0.0648868,0.0648868,0.0644571,0.0644571,13596800
1982-02-22 05:00:00,0.0640274,0.0640274,0.0635977,0.0635977,26633600
1982-02-23 05:00:00,0.0631680,0.0631680,0.0627384,0.0627384,34540800
1982-02-24 05:00:00,0.0631680,0.0635977,0.0631680,0.0631680,37945600
1982-02-25 05:00:00,0.0631680,0.0631680,0.0627384,0.0627384,30800000
1982-02-26 05:00:00,0.0627384,0.0631680,0.0627384,0.0627384,17427200
1982-03-01 05:00:00,0.0631680,0.0635977,0.0631680,0.0631680,35302400
1982-03-02 05:00:00,0.0631680,0.0635977,0.0631680,0.0631680,34809600
1982-03-03 05:00:00,0.0631680,0.0635977,0.0631680,0.0631680,23654400
1982-03-04 05:00:00,0.0623087,0.0623087,0.0618790,0.0618790,38371200
1982-03-05 05:00:00,0.0575821,0.0575821,0.0571524,0.0571524,45315200
1982-03-08 05:00:00,0.0567227,0.0567227,0.0562930,0.0562930,35145600
1982-03-09 05:00:00,0.0567227,0.0571524,0.0567227,0.0567227,52505600
1982-03-10 05:00:00,0.0562930,0.0562930,0.0558633,0.0558633,86934400
1982-03-11 05:00:00,0.0558633,0.0567227,0.0558633,0.0558633,22579200
1982-03-12 05:00:00,0.0528547,0.0528547,0.0524251,0.0524251,46547200
1982-03-15 05:00:00,0.0524250,0.0524250,0.0519953,0.0519953,51363200
1982-03-16 05:00:00,0.0515657,0.0515657,0.0511360,0.0511360,47152000
1982-03-17 05:00:00,0.0489875,0.0489875,0.0485579,0.0485579,50489600
1982-03-18 05:00:00,0.0524251,0.0528547,0.0524251,0.0524251,56336000
1982-03-19 05:00:00,0.0571524,0.0575821,0.0571524,0.0571524,65811200
1982-03-22 05:00:00,0.0614493,0.0618790,0.0614493,0.0614493,69193600
1982-03-23 05:00:00,0.0610196,0.0610196,0.0605899,0.0605899,55955200
1982-03-24 05:00:00,0.0575821,0.0575821,0.0571524,0.0571524,51609600
1982-03-25 05:00:00,0.0571524,0.0571524,0.0567227,0.0567227,84112000
1982-03-26 05:00:00,0.0562930,0.0562930,0.0558633,0.0558633,50780800
1982-03-29 05:00:00,0.0571524,0.0575821,0.0571524,0.0571524,67603200
1982-03-30 05:00:00,0.0580117,0.0584414,0.0580117,0.0580117,77952000
1982-03-31 05:00:00,0.0580117,0.0584414,0.0580117,0.0580117,50153600
1982-04-01 05:00:00,0.0610196,0.0614493,0.0610196,0.0610196,59136000
1982-04-02 05:00:00,0.0610196,0.0614493,0.0610196,0.0610196,84806400
1982-04-05 05:00:00,0.0610196,0.0614493,0.0610196,0.0610196,86643200
1982-04-06 05:00:00,0.0610196,0.0610196,0.0605899,0.0605899,71590400
1982-04-07 05:00:00,0.0601602,0.0601602,0.0597305,0.0597305,29097600
1982-04-08 05:00:00,0.0601602,0.0605899,0.0601602,0.0601602,23990400
1982-04-12 05:00:00,0.0601602,0.0605899,0.0597305,0.0597305,44307200
1982-04-13 05:00:00,0.0554337,0.0554337,0.0550040,0.0550040,85299200
1982-04-14 05:00:00,0.0554336,0.0558633,0.0554336,0.0554336,113590400
1982-04-15 05:00:00,0.0562930,0.0567227,0.0562930,0.0562930,164281600
1982-04-16 05:00:00,0.0580117,0.0584414,0.0580117,0.0580117,104048000
1982-04-19 05:00:00,0.0575821,0.0575821,0.0567227,0.0567227,41283200
